Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Construction Inspector,15%,898,3614,0.2484781405644715,Construction
Corrosion Technician,15%,750,2541,0.2951593860684769,Construction
Cost Engineer,15%,1011,3766,0.2684545937334041,Construction
Director Of Engineering,15%,1180,4432,0.2662454873646209,Construction
Electrical Engineering Technician,15%,1075,4411,0.243708909544321,Construction
Engineering Director,15%,1159,4344,0.266804788213628,Construction
Engineering Manager,15%,1164,4382,0.2656321314468279,Construction
Engineering Technician,15%,1045,4243,0.2462880037709168,Construction
Gas Technician,15%,545,2418,0.2253928866832092,Construction
Human Factors Engineer,15%,729,2803,0.2600784873349982,Construction
Industrial Electrician,15%,507,2062,0.2458777885548011,Construction
Industrial Mechanic,15%,535,2331,0.2295152295152295,Construction
Instrument Technician,15%,771,3035,0.2540362438220758,Construction
Junior Engineer,15%,966,3547,0.2723428249224697,Construction
Mechanical Engineering Technician,15%,469,1710,0.2742690058479532,Construction
Nuclear Engineer,15%,458,1671,0.2740873728306403,Construction
Plumbing Engineer,15%,457,1654,0.2762998790810157,Construction
Power Plant Engineer,15%,152,626,0.242811501597444,Construction
Refrigeration Engineer,15%,122,500,0.244,Construction
Stationary Engineer,15%,117,503,0.2326043737574552,Construction
Utility Locator,15%,271,995,0.2723618090452261,Construction
Emergency Management,15%,826,3271,0.2525221644756955,Administrative & Clerical
Management Assistant,15%,962,3872,0.2484504132231405,Administrative & Clerical
Office Associate,15%,982,3843,0.2555295342180588,Administrative & Clerical
Office Manager,15%,1000,3894,0.2568053415511042,Administrative & Clerical
Operations Associate,15%,912,3664,0.2489082969432314,Administrative & Clerical
Personal Assistant,15%,1100,4371,0.2516586593456875,Administrative & Clerical
Practice Administrator,15%,832,3703,0.2246826897110451,Administrative & Clerical
Practice Manager,15%,833,3704,0.2248920086393088,Administrative & Clerical
Senior Executive Assistant,15%,798,3866,0.206414899120538,Administrative & Clerical
Shift Supervisor,15%,721,3260,0.2211656441717791,Administrative & Clerical
Team Lead,15%,1183,5129,0.2306492493663482,Leadership & Strategy
Aircraft Dispatcher,15%,450,1829,0.2460360852925095,Supply Chain & Logistics
Aircraft Electrician,15%,371,1529,0.2426422498364944,Supply Chain & Logistics
Airport Attendant,15%,333,1591,0.2093023255813953,Supply Chain & Logistics
Bus Aide,15%,256,995,0.257286432160804,Supply Chain & Logistics
Dispatch Manager,15%,832,3352,0.2482100238663484,Supply Chain & Logistics
Fleet Coordinator,15%,666,2965,0.2246205733558178,Supply Chain & Logistics
Fleet Mechanic,15%,630,2580,0.2441860465116279,Supply Chain & Logistics
Flight Coordinator,15%,676,3031,0.2230287033982184,Supply Chain & Logistics
Flight Engineer,15%,459,1956,0.2346625766871165,Supply Chain & Logistics
Helicopter Mechanic,15%,426,1804,0.2361419068736142,Supply Chain & Logistics
Patient Escort,15%,459,1880,0.2441489361702127,Medical & Healthcare
Signal Maintainer,15%,115,440,0.2613636363636363,Supply Chain & Logistics
Terminal Operator,15%,481,1893,0.254094030639197,Supply Chain & Logistics
Traffic Controller,15%,499,2201,0.226715129486597,Supply Chain & Logistics
Transit Bus Driver,15%,322,1266,0.25434439178515,Supply Chain & Logistics
Transit Operator,15%,325,1277,0.2545027407987471,Supply Chain & Logistics
Transport Driver,15%,317,1305,0.242911877394636,Supply Chain & Logistics
Van Driver,15%,314,1244,0.2524115755627009,Supply Chain & Logistics
Bakery Assistant,15%,366,1362,0.2687224669603524,Hospitality
Barback,15%,308,1246,0.247191011235955,Hospitality
Barista,14%,329,1429,0.2302309307207837,Hospitality
Bartender,14%,343,1462,0.234610123119015,Hospitality
Breakfast Attendant,13%,271,1062,0.2551789077212806,Hospitality
Cart Attendant,13%,270,1124,0.2402135231316726,Hospitality
Golf Cart Attendant,13%,374,1625,0.2301538461538461,Hospitality
Lifeguard,12%,265,1038,0.2552986512524084,Hospitality
Mental Health Worker,12%,596,2250,0.2648888888888889,Medical & Healthcare
Neonatologist,12%,404,1453,0.2780454232622161,Medical & Healthcare
Nephrologist,12%,393,1431,0.2746331236897275,Medical & Healthcare
Neurologist,12%,423,1494,0.2831325301204819,Medical & Healthcare
Neuropsychologist,12%,443,1739,0.2547441058079356,Medical & Healthcare
Neurosurgeon,12%,393,1425,0.2757894736842105,Medical & Healthcare
Ob Gyn,12%,410,1462,0.280437756497948,Medical & Healthcare
Obstetrician,12%,412,1462,0.2818057455540356,Medical & Healthcare
Occupational Medicine Physician,12%,411,1457,0.2820864790665751,Medical & Healthcare
Oncologist,12%,416,1455,0.2859106529209622,Medical & Healthcare
Ophthalmologist,12%,389,1468,0.2649863760217983,Medical & Healthcare
Oral Surgeon,12%,378,1405,0.2690391459074733,Medical & Healthcare
Orthodontist,12%,377,1416,0.2662429378531073,Medical & Healthcare
Orthopaedic Surgeon,12%,391,1430,0.2734265734265734,Medical & Healthcare
Orthopedic Nurse Practitioner,12%,438,1543,0.2838626053143227,Medical & Healthcare
Orthopedic Surgeon,12%,393,1427,0.2754029432375613,Medical & Healthcare
Outpatient Therapist,12%,540,2059,0.2622632345798931,Medical & Healthcare
Pathologist,12%,422,1559,0.2706863373957665,Medical & Healthcare
Pediatric Cardiologist,12%,412,1477,0.2789438050101557,Medical & Healthcare
Pediatric Dentist,12%,397,1444,0.2749307479224376,Medical & Healthcare
Pediatric Hospitalist,12%,454,1551,0.2927143778207608,Medical & Healthcare
Pediatrician,12%,451,1529,0.2949640287769784,Medical & Healthcare
Periodontist,12%,375,1397,0.2684323550465283,Medical & Healthcare
Physician,12%,540,2130,0.2535211267605634,Medical & Healthcare
Physician Assistant,12%,540,2123,0.2543570419218087,Medical & Healthcare
Plastic Surgeon,12%,365,1391,0.2624011502516175,Medical & Healthcare
Podiatrist,12%,363,1357,0.2675018422991894,Medical & Healthcare
Prosthetist,12%,324,1396,0.2320916905444126,Medical & Healthcare
Prosthodontist,12%,388,1744,0.2224770642201834,Medical & Healthcare
Public Health Dentist,12%,455,1942,0.2342945417095777,Medical & Healthcare
Registered Dietitian,12%,491,2022,0.2428288822947576,Medical & Healthcare
Renal Dietitian,12%,487,2005,0.2428927680798005,Medical & Healthcare
Retail Pharmacist,12%,555,2198,0.2525022747952684,Medical & Healthcare
Sports Medicine Physician,12%,480,1983,0.2420574886535552,Medical & Healthcare
Staff Pharmacist,12%,549,2329,0.2357234864748819,Medical & Healthcare
Surgeon,12%,415,1711,0.2425482174167153,Medical & Healthcare
Trauma Surgeon,12%,417,1706,0.2444314185228605,Medical & Healthcare
Urologist,12%,420,1618,0.2595797280593325,Medical & Healthcare
Vascular Surgeon,12%,427,1737,0.2458261370178468,Medical & Healthcare
Wic Nutritionist,11%,469,2141,0.2190565156468939,Medical & Healthcare
Aircraft Cleaner,11%,185,826,0.2239709443099273,Supply Chain & Logistics
Auto Appraiser,11%,341,1596,0.2136591478696742,Administrative & Clerical
Auto Detailer,10%,211,895,0.235754189944134,Supply Chain & Logistics
Day Porter,10%,392,1650,0.2375757575757575,Supply Chain & Logistics
Detailer,10%,539,1896,0.2842827004219409,Supply Chain & Logistics
Electrical Superintendent,10%,814,3497,0.2327709465255933,Construction
Equipment Manager,10%,723,3119,0.2318050657261943,Supply Chain & Logistics
Farm,10%,553,2720,0.2033088235294117,Hospitality
Farm Hand,10%,498,1929,0.2581648522550544,Hospitality
Farm Manager,10%,609,2914,0.2089910775566232,Hospitality
Farmer,10%,533,2542,0.2096774193548387,Hospitality
Finisher,10%,448,2046,0.2189638318670576,Hospitality
Jeweler,10%,470,2560,0.18359375,Sales & Marketing
Landscape Foreman,10%,538,2203,0.2442124375851112,Construction
Landscaping,10%,551,2538,0.2171000788022064,Construction
Loadmaster,10%,554,2024,0.2737154150197628,Supply Chain & Logistics
Low Voltage Electrician,10%,529,1951,0.2711430035879036,Construction
Luthier,10%,285,1143,0.2493438320209973,Sales & Marketing
Maintenance Assistant,10%,725,2630,0.2756653992395437,Construction
Manual Machinist,10%,194,846,0.2293144208037825,Construction
Marine Electrician,10%,235,938,0.2505330490405117,Construction
Mig Welder,10%,185,836,0.2212918660287081,Construction
Motorcycle Mechanic,10%,204,858,0.2377622377622377,Construction
Oil Field,10%,226,945,0.2391534391534391,Construction
Pipefitter,10%,201,892,0.2253363228699551,Construction
Plasterer,10%,186,842,0.2209026128266033,Construction
Plumbing Inspector,10%,289,1084,0.2666051660516605,Construction
Porter,10%,203,1030,0.1970873786407767,Supply Chain & Logistics
Rig Welder,10%,89,370,0.2405405405405405,Construction
Solar Installer,10%,198,822,0.2408759124087591,Construction
Solar Panel Installer,10%,194,813,0.2386223862238622,Construction
Solar Technician,10%,194,815,0.2380368098159509,Construction
Sprinkler Fitter,10%,86,318,0.270440251572327,Construction
Union Carpenter,10%,298,1093,0.2726440988106129,Construction
Wildlife Technician,10%,317,1366,0.2320644216691068,Communication & PR
Wind Technician,10%,278,1090,0.255045871559633,Construction
Wind Turbine Technician,10%,276,1087,0.2539098436062557,Construction
Lumper,10%,425,1675,0.2537313432835821,Supply Chain & Logistics
Manufacturing,10%,640,2655,0.2410546139359698,Construction
Production Specialist,10%,646,3209,0.2013088189467123,Construction
Seamstress,10%,200,1295,0.1544401544401544,Hospitality
Stitcher,10%,232,1451,0.1598897312198483,Hospitality
Process Development Engineer,10%,480,2317,0.2071644367716875,Construction
Production Technician,10%,441,2194,0.2010027347310847,Construction
Release Manager,10%,914,4248,0.2151600753295668,Leadership & Strategy
Technical Manager,10%,1269,5328,0.2381756756756756,Leadership & Strategy
Yield Engineer,10%,860,3399,0.253015592821418,Construction
Aquatics Director,10%,545,2319,0.235015092712376,Hospitality
Director Of Analytics,10%,1104,4608,0.2395833333333333,Administrative & Clerical
Psychometrist,10%,593,2473,0.2397897290739992,Medical & Healthcare
Activities Director,10%,844,3562,0.2369455362156092,Hospitality
Benefits Manager,10%,932,3718,0.2506724045185584,Administrative & Clerical
Campus Recruiter,10%,951,4469,0.2127992839561423,Administrative & Clerical
Headhunter,10%,1005,3934,0.255465175394001,Administrative & Clerical
Hr Assistant,10%,1135,4773,0.237795935470354,Administrative & Clerical
Hr Representative,10%,1147,4480,0.2560267857142857,Administrative & Clerical
Hse Manager,10%,1016,3865,0.2628719275549806,Leadership & Strategy
Human Resource Assistant,10%,1143,4472,0.2555903398926655,Administrative & Clerical
Human Resources Assistant,10%,1140,4541,0.2510460251046025,Administrative & Clerical
Human Resources Officer,10%,1192,4622,0.2578970142795326,Leadership & Strategy
Leadership Development Program,10%,1232,4753,0.2592047128129602,Leadership & Strategy
Learning And Development Specialist,10%,1290,4877,0.26450686897683,Administrative & Clerical
Training Director,10%,1249,5027,0.2484583250447583,Leadership & Strategy
Vice President Of Human Resources,10%,1110,4297,0.2583197579706772,Leadership & Strategy
Administrative Law Judge,10%,644,2667,0.2414698162729658,Law Enforcement
City Attorney,10%,504,2206,0.228467815049864,Law Enforcement
Court Administrator,10%,526,2215,0.237471783295711,Law Enforcement
District Attorney,10%,493,2151,0.2291957229195723,Law Enforcement
Inspector General,10%,816,3373,0.2419211384524162,Law Enforcement
Managing Partner,10%,802,2992,0.268048128342246,Leadership & Strategy
Mediator,10%,484,1889,0.2562202223398623,Law Enforcement
Subject Matter Expert,10%,1085,4129,0.262775490433519,Leadership & Strategy
Animal Trainer,10%,310,1313,0.2361005331302361,Hospitality
Dog Bather,10%,203,972,0.2088477366255144,Hospitality
Dog Daycare,10%,228,1127,0.2023070097604259,Hospitality
Dog Handler,10%,216,1005,0.2149253731343283,Hospitality
Dog Sitter,10%,185,941,0.1965993623804463,Hospitality
Dog Walker,10%,338,1529,0.2210595160235448,Hospitality
Equestrian,10%,428,2239,0.1911567664135774,Hospitality
Pet Sitter,10%,190,705,0.2695035460992908,Hospitality
Wrangler,10%,204,747,0.2730923694779116,Hospitality
Advocate,10%,534,2117,0.2522437411431271,Administrative & Clerical
Chaplain,10%,391,1736,0.2252304147465438,Administrative & Clerical
Hospital Chaplain,10%,495,2232,0.2217741935483871,Administrative & Clerical
Worship Leader,10%,676,2702,0.2501850481125092,Administrative & Clerical
Youth Minister,10%,737,3318,0.2221217600964436,Administrative & Clerical
Assistant Golf Professional,10%,562,2674,0.2101720269259536,Hospitality
Golf Course Superintendent,10%,559,2805,0.1992869875222816,Hospitality
Golf Professional,10%,506,2537,0.1994481671265273,Hospitality
Agile Coach,10%,895,3877,0.2308485942739231,Leadership & Strategy
Bridal Consultant,10%,712,3158,0.2254591513616212,Hospitality
Career Advisor,10%,915,3738,0.2447833065810594,Administrative & Clerical
Career Counselor,10%,909,3747,0.2425940752602081,Administrative & Clerical
Franchise Business Consultant,10%,1150,4700,0.2446808510638297,Leadership & Strategy
Job Coach,10%,915,3836,0.2385297184567257,Administrative & Clerical
Life Coach,10%,960,3946,0.2432843385707045,Administrative & Clerical
Relocation Consultant,10%,896,3978,0.2252388134741076,Administrative & Clerical
Call Center Director,10%,1109,4263,0.2601454374853389,Communication & PR
Client Advisor,10%,1087,4173,0.2604840642223819,Communication & PR
Client Coordinator,10%,1096,4176,0.2624521072796935,Communication & PR
Customer Representative,10%,1069,4137,0.2583998066231568,Communication & PR
Customer Service Advisor,10%,1084,4177,0.2595163993296624,Communication & PR
Customer Service Agent,10%,1085,4191,0.2588880935337628,Communication & PR
Customer Service Assistant,10%,1062,4115,0.2580801944106926,Communication & PR
Customer Service Coordinator,10%,1066,4140,0.257487922705314,Communication & PR
Customer Service Manager,10%,1071,4143,0.2585083272990586,Communication & PR
Account Assistant,10%,1027,4177,0.2458702418003351,Sales & Marketing
Account Coordinator,10%,1040,4194,0.2479732951835956,Sales & Marketing
Advertising Assistant,10%,1165,4985,0.2337011033099298,Sales & Marketing
Advertising Coordinator,10%,1171,4994,0.2344813776531838,Sales & Marketing
Booking Agent,10%,1008,4303,0.234255170811062,Sales & Marketing
Copywriter,10%,1119,4811,0.2325919767200166,Sales & Marketing
Creative Assistant,10%,1073,4404,0.2436421435059037,Sales & Marketing
Creative Director,10%,1152,4622,0.2492427520553873,Sales & Marketing
Field Marketing Representative,10%,1115,4804,0.232098251457119,Sales & Marketing
Marketing Copywriter,10%,981,4424,0.2217450271247739,Sales & Marketing
Production Worker,10%,415,1792,0.2315848214285714,Sales & Marketing
Promotions Assistant,10%,1084,4837,0.224105850733926,Sales & Marketing
Senior Copywriter,10%,1093,4755,0.229863301787592,Sales & Marketing
Sponsor,10%,863,3787,0.2278848692896752,Sales & Marketing
Gas Station Cashier,10%,633,2815,0.2248667850799289,Hospitality
Grocery Bagger,10%,540,2184,0.2472527472527472,Hospitality
Grocery Store Manager,10%,912,4160,0.2192307692307692,Hospitality
Mall,10%,650,2786,0.2333094041636755,Hospitality
Meat Cutter,10%,197,856,0.2301401869158878,Hospitality
Merchandising,10%,747,3111,0.2401157184185149,Sales & Marketing
Retail Assistant Manager,10%,1006,4288,0.2346082089552238,Sales & Marketing
Retail Director,10%,1003,4288,0.2339085820895522,Sales & Marketing
Retail District Manager,10%,1010,4280,0.2359813084112149,Sales & Marketing
Retail Management,10%,997,4246,0.2348092322185586,Sales & Marketing
Retail Manager,10%,1009,4273,0.2361338637959279,Sales & Marketing
Retail Store Manager,10%,1013,4332,0.2338411819021237,Sales & Marketing
Showroom Manager,10%,1011,4346,0.2326277036355269,Sales & Marketing
Store Director,10%,915,3852,0.2375389408099688,Sales & Marketing
Store Manager,10%,920,4030,0.228287841191067,Sales & Marketing
Building Superintendent,10%,850,3426,0.24810274372446,Construction
Civil Engineer,10%,1005,3991,0.2518165873214733,Construction
Concrete Worker,10%,463,1556,0.2975578406169666,Construction
Construction Administrator,10%,859,3253,0.2640639409775592,Construction
Construction Assistant,10%,639,2396,0.26669449081803,Construction
Construction Flagger,10%,468,1615,0.2897832817337461,Construction
Construction Helper,10%,553,1976,0.2798582995951417,Construction
Construction Project Engineer,10%,981,3677,0.2667935817242317,Construction
Construction Superintendent,10%,911,3427,0.265830172162241,Construction
Construction Technician,10%,880,3156,0.2788339670468948,Construction
Director Of Construction,10%,974,3598,0.2707059477487493,Construction
Director Of Facilities,10%,959,3486,0.2751004016064257,Construction
Electrician Apprentice,10%,459,1472,0.311820652173913,Construction
Glazier,10%,400,1400,0.2857142857142857,Construction
Highway Maintenance Worker,10%,479,1697,0.2822628167354154,Construction
Ironworker,10%,348,1201,0.2897585345545378,Construction
Roofer,10%,90,318,0.2830188679245283,Construction
Saw Filer,10%,80,372,0.2150537634408602,Construction
Insurance,10%,831,3555,0.2337552742616033,Law Enforcement
Medical Librarian,10%,549,2812,0.1952347083926031,Medical & Healthcare
Medication Aide,10%,491,1951,0.2516658124038954,Medical & Healthcare
Pharmacist Manager,10%,526,1932,0.2722567287784679,Medical & Healthcare
Pharmacy Technician Instructor,10%,544,2435,0.2234086242299794,Medical & Healthcare
Child Advocate,10%,602,2522,0.2386994448850119,Administrative & Clerical
Community Organizer,10%,768,3063,0.2507345739471107,Administrative & Clerical
Immigration Specialist,10%,769,3186,0.241368487131199,Administrative & Clerical
Social Service,10%,916,4142,0.2211492032834379,Administrative & Clerical
Social Service Worker,10%,908,4129,0.2199079680310002,Administrative & Clerical
Youth Mentor,10%,777,3037,0.2558445834705301,Administrative & Clerical
Supply Chain Management,10%,1073,4297,0.2497090993716546,Supply Chain & Logistics
Athletic Coordinator,10%,867,3709,0.2337557293070908,Hospitality
Athletic Director,10%,865,3729,0.2319656744435505,Hospitality
Certified Athletic Trainer,10%,413,1860,0.2220430107526881,Hospitality
Head Football Coach,10%,629,3055,0.2058919803600654,Hospitality
Naturalist,10%,435,1738,0.2502876869965477,Hospitality
Referee,10%,299,1137,0.2629727352682497,Hospitality
Umpire,10%,376,1242,0.3027375201288245,Hospitality
Author,10%,1112,4724,0.235393734123624,Communication & PR
Creative Writer,10%,999,4356,0.2293388429752066,Communication & PR
Environment Artist,10%,786,3918,0.2006125574272588,Communication & PR
Field Interviewer,10%,976,4302,0.2268712226871222,Communication & PR
Game Master,10%,987,4587,0.2151733158927403,Communication & PR
Grant Writer,10%,1059,4670,0.2267665952890792,Communication & PR
Multimedia Journalist,10%,998,4180,0.238755980861244,Communication & PR
News Anchor,10%,952,4053,0.234887737478411,Communication & PR
News Photographer,10%,913,3898,0.2342226782965623,Communication & PR
News Reporter,10%,961,4104,0.2341617933723196,Communication & PR
Newspaper Reporter,10%,950,4074,0.2331860579283259,Communication & PR
Photojournalist,10%,931,3928,0.2370162932790224,Communication & PR
Proposal Writer,10%,1229,5096,0.2411695447409733,Communication & PR
Radio Host,10%,1123,4680,0.2399572649572649,Communication & PR
Report Writer,10%,1252,5110,0.2450097847358121,Communication & PR
Reviewer,10%,1217,4948,0.2459579628132578,Communication & PR
Speech Writer,10%,1101,4636,0.2374892148403796,Communication & PR
Sports Anchor,10%,1096,4512,0.2429078014184397,Communication & PR
Sports Reporter,10%,1121,4583,0.2445996072441632,Communication & PR
Video Journalist,10%,1215,5061,0.2400711321873147,Communication & PR
Desktop Publisher,10%,1078,4877,0.2210375230674595,Communication & PR
Academic Dean,10%,861,3610,0.2385041551246537,Administrative & Clerical
Accounting Instructor,10%,899,3715,0.2419919246298788,Administrative & Clerical
Admissions Officer,10%,945,3930,0.2404580152671755,Administrative & Clerical
Art Professor,10%,1027,4408,0.2329854809437386,Administrative & Clerical
Assistant Professor,10%,933,3946,0.2364419665484034,Administrative & Clerical
Associate Professor,10%,930,3942,0.2359208523592085,Administrative & Clerical
Biology Instructor,10%,716,2975,0.240672268907563,Administrative & Clerical
Business Teacher,10%,843,3243,0.2599444958371878,Administrative & Clerical
Chemistry Professor,10%,716,3008,0.238031914893617,Administrative & Clerical
College Instructor,10%,814,3258,0.2498465316144874,Administrative & Clerical
Engineering Teacher,10%,928,3666,0.2531369339879978,Administrative & Clerical
Faculty,10%,826,3475,0.2376978417266187,Administrative & Clerical
Finance Professor,10%,962,3977,0.2418908725169725,Administrative & Clerical
High School Counselor,10%,799,3544,0.225451467268623,Administrative & Clerical
Law Professor,10%,742,3222,0.2302917442582247,Administrative & Clerical
Lead Teacher,10%,795,3359,0.2366775826138731,Administrative & Clerical
Lecturer,10%,816,3417,0.2388059701492537,Administrative & Clerical
Long Term Substitute Teacher,10%,726,3219,0.2255358807082945,Administrative & Clerical
Math Teacher,10%,536,2215,0.2419864559819413,Administrative & Clerical
Preschool Assistant,10%,666,2732,0.2437774524158125,Administrative & Clerical
Professor,10%,689,3062,0.2250163291966035,Administrative & Clerical
School Counselor,10%,725,2699,0.2686180066691367,Administrative & Clerical
School Psychologist,10%,644,2506,0.2569832402234637,Medical & Healthcare
School Teacher,10%,707,2791,0.2533142242923683,Administrative & Clerical
Spanish Tutor,10%,589,2853,0.2064493515597616,Administrative & Clerical
Special Education Teacher,10%,697,2903,0.2400964519462624,Administrative & Clerical
Special Educator,10%,683,2612,0.2614854517611026,Administrative & Clerical
Student Assistant,10%,798,3792,0.2104430379746835,Administrative & Clerical
Student Mentor,10%,817,3663,0.223041223041223,Administrative & Clerical
Teacher Aide,10%,768,3642,0.2108731466227347,Administrative & Clerical
Teacher Assistant,10%,772,3651,0.2114489181046288,Administrative & Clerical
Teachers Aide,10%,767,3639,0.2107721901621324,Administrative & Clerical
Teaching Assistant,10%,772,3674,0.2101252041371802,Administrative & Clerical
Actor,10%,742,3160,0.2348101265822784,Communication & PR
Art Handler,10%,694,3025,0.2294214876033057,Communication & PR
Artist,10%,970,4370,0.2219679633867277,Communication & PR
Choir Director,10%,517,1867,0.2769148366363149,Communication & PR
Church Musician,10%,507,1876,0.2702558635394456,Communication & PR
Comic,10%,757,2927,0.2586265801161599,Communication & PR
Copy Writer,10%,1070,4414,0.2424105120072496,Communication & PR
Dancer,10%,537,2015,0.2665012406947891,Communication & PR
Entertainment Writer,10%,1082,4477,0.2416796962251507,Communication & PR
Gamer,10%,826,3837,0.215272348188689,Communication & PR
Interior Design Assistant,10%,716,3344,0.2141148325358851,Communication & PR
Makeup Artist,10%,540,2932,0.1841746248294679,Communication & PR
Music Director,10%,429,1648,0.2603155339805825,Communication & PR
Promoter,10%,998,4516,0.2209920283436669,Communication & PR
Recreation Coordinator,10%,771,3608,0.2136917960088691,Hospitality
Recreation Director,10%,758,3594,0.2109070673344463,Hospitality
Scenic Artist,10%,411,2217,0.1853856562922868,Communication & PR
Talent Director,10%,1233,5283,0.2333901192504258,Communication & PR
Theatre,10%,686,3196,0.2146433041301627,Communication & PR
Woodworker,10%,278,1408,0.1974431818181818,Communication & PR
Acupuncturist,10%,172,687,0.2503639010189228,Medical & Healthcare
Audiologist,10%,315,1312,0.2400914634146341,Medical & Healthcare
Clinical Psychologist,10%,377,1547,0.2436974789915966,Medical & Healthcare
Crna,10%,258,1072,0.2406716417910447,Medical & Healthcare
Dermatologist,10%,269,1143,0.2353455818022747,Medical & Healthcare
Doula,10%,267,1205,0.2215767634854771,Medical & Healthcare
Endocrinologist,10%,315,1321,0.2384557153671461,Medical & Healthcare
Gastroenterologist,10%,430,1784,0.2410313901345291,Medical & Healthcare
General Surgeon,10%,418,1844,0.2266811279826464,Medical & Healthcare
Gynecologist,10%,421,1739,0.242093156986774,Medical & Healthcare
Hospitalist,10%,434,1789,0.242593627724986,Medical & Healthcare
Immunologist,10%,455,1815,0.2506887052341597,Medical & Healthcare
Medical Doctor,10%,472,1673,0.2821279139270771,Medical & Healthcare
Mental Health Clinician,10%,614,2293,0.2677714784125599,Medical & Healthcare
Mental Health Counselor,10%,614,2289,0.2682394058540847,Medical & Healthcare
Mental Health Professional,10%,603,2304,0.26171875,Medical & Healthcare
Mental Health Specialist,10%,606,2287,0.264975951027547,Medical & Healthcare
Mental Health Technician,10%,587,2206,0.2660924750679964,Medical & Healthcare
Mental Health Therapist,10%,599,2236,0.2678890876565295,Medical & Healthcare
Pool Attendant,10%,157,700,0.2242857142857142,Hospitality
Sommelier,10%,299,1202,0.2487520798668885,Hospitality
Wait Staff,10%,537,2383,0.2253462022660512,Hospitality
Waiter,10%,538,2459,0.2187881252541683,Hospitality
Waitress,10%,538,2475,0.2173737373737373,Hospitality
Babysitter,10%,305,1208,0.2524834437086092,Hospitality
Child Care Assistant,10%,424,1785,0.2375350140056022,Hospitality
Classroom Aide,10%,454,1797,0.2526432943795214,Hospitality
Day Camp Counselor,10%,416,1577,0.2637920101458465,Hospitality
Homemaker,10%,459,2238,0.2050938337801608,Hospitality
Live In Caregiver,10%,500,2383,0.209819555182543,Hospitality
Cop,10%,392,1527,0.2567125081859855,Law Enforcement
Deployment Technician,10%,900,3637,0.2474566950783613,Data & IT
Federal Air Marshal,10%,397,1560,0.2544871794871794,Law Enforcement
Firefighter,10%,378,1449,0.2608695652173913,Law Enforcement
Fireman,10%,352,1319,0.266868840030326,Law Enforcement
Forest Firefighter,10%,372,1480,0.2513513513513513,Law Enforcement
Gate Guard,10%,362,1630,0.2220858895705521,Law Enforcement
Hot Shot,10%,393,1693,0.232132309509746,Law Enforcement
K9 Handler,10%,354,1600,0.22125,Law Enforcement
Military Police,10%,541,1705,0.3173020527859237,Law Enforcement
Military Police Officer,10%,541,1705,0.3173020527859237,Law Enforcement
Officer,10%,530,1687,0.3141671606401897,Law Enforcement
Parole Officer,10%,549,2000,0.2745,Law Enforcement
Peace Officer,10%,532,1925,0.2763636363636363,Law Enforcement
Police Chief,10%,559,1991,0.280763435459568,Law Enforcement
Police Officer,10%,546,1959,0.2787136294027565,Law Enforcement
Special Police Officer,10%,255,1044,0.2442528735632184,Law Enforcement
CTO,10%,1155,4542,0.2542932628797886,Data & IT
Information Manager,10%,1156,4626,0.249891915261565,Data & IT
Information Security Officer,10%,1131,4569,0.247537754432042,Data & IT
Information Systems Manager,10%,1165,4626,0.2518374405533938,Data & IT
It Director,10%,1161,4620,0.2512987012987013,Data & IT
It Manager,10%,1161,4609,0.251898459535691,Data & IT
Noc Manager,10%,620,2505,0.24750499001996,Data & IT
Program Supervisor,10%,864,4093,0.2110921084778891,Data & IT
Service Desk Manager,10%,987,4376,0.2255484460694698,Data & IT
Technical Program Manager,10%,1248,5196,0.2401847575057736,Data & IT
Technical Services Manager,10%,1249,5254,0.2377236391320898,Data & IT
Aba Therapist,10%,379,1898,0.1996838777660695,Medical & Healthcare
Art Therapist,10%,500,2315,0.2159827213822894,Medical & Healthcare
Behavior Interventionist,10%,489,2323,0.2105036590615583,Medical & Healthcare
Mental Health Associate,10%,607,2280,0.2662280701754386,Medical & Healthcare
Recreation Therapist,10%,602,2437,0.2470250307755437,Medical & Healthcare
Recreational Therapist,10%,599,2411,0.2484446287847366,Medical & Healthcare
Rehabilitation Specialist,10%,565,2253,0.2507767421216156,Medical & Healthcare
Rehabilitation Therapist,10%,565,2267,0.2492280546978385,Medical & Healthcare
Academic Administrator,10%,858,3596,0.2385984427141268,Administrative & Clerical
Commercial Real Estate Appraiser,10%,589,2321,0.2537699267557087,Administrative & Clerical
Estate Manager,10%,761,3620,0.2102209944751381,Administrative & Clerical
Real Estate Analyst,10%,722,3348,0.2156511350059737,Administrative & Clerical
Residential Appraiser,10%,540,2541,0.2125147579693034,Administrative & Clerical
Model Maker,10%,445,1839,0.241979336595976,Communication & PR
Spa Coordinator,10%,631,2500,0.2524,Hospitality
Tailor,10%,289,1206,0.2396351575456053,Communication & PR
Clinical Documentation Specialist,10%,775,3049,0.2541816989176779,Medical & Healthcare
Clinical Scientist,10%,551,2332,0.2362778730703259,Medical & Healthcare
Contact Tracer,10%,711,3020,0.2354304635761589,Medical & Healthcare
Cultivator,10%,275,1104,0.2490942028985507,Hospitality
Forester,10%,549,2492,0.2203049759229534,Hospitality
Library Page,10%,792,3156,0.2509505703422053,Administrative & Clerical
Marine Biologist,10%,431,2053,0.209936678032148,Communication & PR
Nuclear Physicist,10%,492,2175,0.2262068965517241,Data & IT
