Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Impact_Level
Clinical Nursing Instructor,0.15,668,2878,0.2321056289089645,Medical & Healthcare,Negligible
Mds Nurse,0.15,472,1856,0.2543103448275862,Medical & Healthcare,Negligible
Nurse Anesthetist,0.15,444,1696,0.2617924528301887,Medical & Healthcare,Negligible
Nurse Educator,0.15,562,2345,0.2396588486140725,Medical & Healthcare,Negligible
Telephone Triage Nurse,0.15,535,2609,0.2050594097355308,Medical & Healthcare,Negligible
Triage Nurse,0.15,510,2369,0.2152807091599831,Medical & Healthcare,Negligible
Camp Director,0.15,805,3243,0.2482269503546099,Hospitality,Negligible
Community Planner,0.15,845,3610,0.2340720221606648,Leadership & Strategy,Negligible
Night,0.15,245,912,0.2686403508771929,Hospitality,Negligible
Signing Agent,0.15,333,1851,0.179902755267423,Administrative & Clerical,Negligible
Traveler,0.15,708,3088,0.2292746113989637,Hospitality,Negligible
Assistant Engineer,0.15,845,3010,0.2807308970099668,Construction,Negligible
Boiler Operator,0.15,676,2196,0.3078324225865209,Construction,Negligible
Bridge Inspector,0.15,787,2764,0.2847322720694645,Construction,Negligible
Building Engineer,0.15,1009,4044,0.2495054401582591,Construction,Negligible
Civil Engineering Technician,0.15,987,3995,0.2470588235294117,Construction,Negligible
Construction Inspector,0.15,898,3614,0.2484781405644715,Construction,Negligible
Corrosion Technician,0.15,750,2541,0.2951593860684769,Construction,Negligible
Cost Engineer,0.15,1011,3766,0.2684545937334041,Construction,Negligible
Director Of Engineering,0.15,1180,4432,0.2662454873646209,Construction,Negligible
Electrical Engineering Technician,0.15,1075,4411,0.243708909544321,Construction,Negligible
Engineering Director,0.15,1159,4344,0.266804788213628,Construction,Negligible
Engineering Manager,0.15,1164,4382,0.2656321314468279,Construction,Negligible
Engineering Technician,0.15,1045,4243,0.2462880037709168,Construction,Negligible
Gas Technician,0.15,545,2418,0.2253928866832092,Construction,Negligible
Human Factors Engineer,0.15,729,2803,0.2600784873349982,Construction,Negligible
Industrial Electrician,0.15,507,2062,0.2458777885548011,Construction,Negligible
Industrial Mechanic,0.15,535,2331,0.2295152295152295,Construction,Negligible
Instrument Technician,0.15,771,3035,0.2540362438220758,Construction,Negligible
Junior Engineer,0.15,966,3547,0.2723428249224697,Construction,Negligible
Mechanical Engineering Technician,0.15,469,1710,0.2742690058479532,Construction,Negligible
Nuclear Engineer,0.15,458,1671,0.2740873728306403,Construction,Negligible
Plumbing Engineer,0.15,457,1654,0.2762998790810157,Construction,Negligible
Power Plant Engineer,0.15,152,626,0.242811501597444,Construction,Negligible
Refrigeration Engineer,0.15,122,500,0.244,Construction,Negligible
Stationary Engineer,0.15,117,503,0.2326043737574552,Construction,Negligible
Utility Locator,0.15,271,995,0.2723618090452261,Construction,Negligible
Emergency Management,0.15,826,3271,0.2525221644756955,Administrative & Clerical,Negligible
Management Assistant,0.15,962,3872,0.2484504132231405,Administrative & Clerical,Negligible
Office Associate,0.15,982,3843,0.2555295342180588,Administrative & Clerical,Negligible
Office Manager,0.15,1000,3894,0.2568053415511042,Administrative & Clerical,Negligible
Operations Associate,0.15,912,3664,0.2489082969432314,Administrative & Clerical,Negligible
Personal Assistant,0.15,1100,4371,0.2516586593456875,Administrative & Clerical,Negligible
Practice Administrator,0.15,832,3703,0.2246826897110451,Administrative & Clerical,Negligible
Practice Manager,0.15,833,3704,0.2248920086393088,Administrative & Clerical,Negligible
Senior Executive Assistant,0.15,798,3866,0.206414899120538,Administrative & Clerical,Negligible
Shift Supervisor,0.15,721,3260,0.2211656441717791,Administrative & Clerical,Negligible
Team Lead,0.15,1183,5129,0.2306492493663482,Leadership & Strategy,Negligible
Aircraft Dispatcher,0.15,450,1829,0.2460360852925095,Supply Chain & Logistics,Negligible
Aircraft Electrician,0.15,371,1529,0.2426422498364944,Supply Chain & Logistics,Negligible
Airport Attendant,0.15,333,1591,0.2093023255813953,Supply Chain & Logistics,Negligible
Bus Aide,0.15,256,995,0.257286432160804,Supply Chain & Logistics,Negligible
Dispatch Manager,0.15,832,3352,0.2482100238663484,Supply Chain & Logistics,Negligible
Fleet Coordinator,0.15,666,2965,0.2246205733558178,Supply Chain & Logistics,Negligible
Fleet Mechanic,0.15,630,2580,0.2441860465116279,Supply Chain & Logistics,Negligible
Flight Coordinator,0.15,676,3031,0.2230287033982184,Supply Chain & Logistics,Negligible
Flight Engineer,0.15,459,1956,0.2346625766871165,Supply Chain & Logistics,Negligible
Helicopter Mechanic,0.15,426,1804,0.2361419068736142,Supply Chain & Logistics,Negligible
Patient Escort,0.15,459,1880,0.2441489361702127,Medical & Healthcare,Negligible
Signal Maintainer,0.15,115,440,0.2613636363636363,Supply Chain & Logistics,Negligible
Terminal Operator,0.15,481,1893,0.254094030639197,Supply Chain & Logistics,Negligible
Traffic Controller,0.15,499,2201,0.226715129486597,Supply Chain & Logistics,Negligible
Transit Bus Driver,0.15,322,1266,0.25434439178515,Supply Chain & Logistics,Negligible
Transit Operator,0.15,325,1277,0.2545027407987471,Supply Chain & Logistics,Negligible
Transport Driver,0.15,317,1305,0.242911877394636,Supply Chain & Logistics,Negligible
Van Driver,0.15,314,1244,0.2524115755627009,Supply Chain & Logistics,Negligible
Bakery Assistant,0.15,366,1362,0.2687224669603524,Hospitality,Negligible
Barback,0.15,308,1246,0.247191011235955,Hospitality,Negligible
Barista,0.14,329,1429,0.2302309307207837,Hospitality,Negligible
Bartender,0.14,343,1462,0.234610123119015,Hospitality,Negligible
Breakfast Attendant,0.13,271,1062,0.2551789077212806,Hospitality,Negligible
Cart Attendant,0.13,270,1124,0.2402135231316726,Hospitality,Negligible
Golf Cart Attendant,0.13,374,1625,0.2301538461538461,Hospitality,Negligible
Lifeguard,0.12,265,1038,0.2552986512524084,Hospitality,Negligible
Mental Health Worker,0.12,596,2250,0.2648888888888889,Medical & Healthcare,Negligible
Neonatologist,0.12,404,1453,0.2780454232622161,Medical & Healthcare,Negligible
Nephrologist,0.12,393,1431,0.2746331236897275,Medical & Healthcare,Negligible
Neurologist,0.12,423,1494,0.2831325301204819,Medical & Healthcare,Negligible
Neuropsychologist,0.12,443,1739,0.2547441058079356,Medical & Healthcare,Negligible
Neurosurgeon,0.12,393,1425,0.2757894736842105,Medical & Healthcare,Negligible
Ob Gyn,0.12,410,1462,0.280437756497948,Medical & Healthcare,Negligible
Obstetrician,0.12,412,1462,0.2818057455540356,Medical & Healthcare,Negligible
Occupational Medicine Physician,0.12,411,1457,0.2820864790665751,Medical & Healthcare,Negligible
Oncologist,0.12,416,1455,0.2859106529209622,Medical & Healthcare,Negligible
Ophthalmologist,0.12,389,1468,0.2649863760217983,Medical & Healthcare,Negligible
Oral Surgeon,0.12,378,1405,0.2690391459074733,Medical & Healthcare,Negligible
Orthodontist,0.12,377,1416,0.2662429378531073,Medical & Healthcare,Negligible
Orthopaedic Surgeon,0.12,391,1430,0.2734265734265734,Medical & Healthcare,Negligible
Orthopedic Nurse Practitioner,0.12,438,1543,0.2838626053143227,Medical & Healthcare,Negligible
Orthopedic Surgeon,0.12,393,1427,0.2754029432375613,Medical & Healthcare,Negligible
Outpatient Therapist,0.12,540,2059,0.2622632345798931,Medical & Healthcare,Negligible
Pathologist,0.12,422,1559,0.2706863373957665,Medical & Healthcare,Negligible
Pediatric Cardiologist,0.12,412,1477,0.2789438050101557,Medical & Healthcare,Negligible
Pediatric Dentist,0.12,397,1444,0.2749307479224376,Medical & Healthcare,Negligible
Pediatric Hospitalist,0.12,454,1551,0.2927143778207608,Medical & Healthcare,Negligible
Pediatrician,0.12,451,1529,0.2949640287769784,Medical & Healthcare,Negligible
Periodontist,0.12,375,1397,0.2684323550465283,Medical & Healthcare,Negligible
Physician,0.12,540,2130,0.2535211267605634,Medical & Healthcare,Negligible
Physician Assistant,0.12,540,2123,0.2543570419218087,Medical & Healthcare,Negligible
Plastic Surgeon,0.12,365,1391,0.2624011502516175,Medical & Healthcare,Negligible
Podiatrist,0.12,363,1357,0.2675018422991894,Medical & Healthcare,Negligible
Prosthetist,0.12,324,1396,0.2320916905444126,Medical & Healthcare,Negligible
Prosthodontist,0.12,388,1744,0.2224770642201834,Medical & Healthcare,Negligible
Public Health Dentist,0.12,455,1942,0.2342945417095777,Medical & Healthcare,Negligible
Registered Dietitian,0.12,491,2022,0.2428288822947576,Medical & Healthcare,Negligible
Renal Dietitian,0.12,487,2005,0.2428927680798005,Medical & Healthcare,Negligible
Retail Pharmacist,0.12,555,2198,0.2525022747952684,Medical & Healthcare,Negligible
Sports Medicine Physician,0.12,480,1983,0.2420574886535552,Medical & Healthcare,Negligible
Staff Pharmacist,0.12,549,2329,0.2357234864748819,Medical & Healthcare,Negligible
Surgeon,0.12,415,1711,0.2425482174167153,Medical & Healthcare,Negligible
Trauma Surgeon,0.12,417,1706,0.2444314185228605,Medical & Healthcare,Negligible
Urologist,0.12,420,1618,0.2595797280593325,Medical & Healthcare,Negligible
Vascular Surgeon,0.12,427,1737,0.2458261370178468,Medical & Healthcare,Negligible
Wic Nutritionist,0.11,469,2141,0.2190565156468939,Medical & Healthcare,Negligible
Aircraft Cleaner,0.11,185,826,0.2239709443099273,Supply Chain & Logistics,Negligible
Auto Appraiser,0.11,341,1596,0.2136591478696742,Administrative & Clerical,Negligible
Auto Detailer,0.1,211,895,0.235754189944134,Supply Chain & Logistics,Negligible
Day Porter,0.1,392,1650,0.2375757575757575,Supply Chain & Logistics,Negligible
Detailer,0.1,539,1896,0.2842827004219409,Supply Chain & Logistics,Negligible
Electrical Superintendent,0.1,814,3497,0.2327709465255933,Construction,Negligible
Equipment Manager,0.1,723,3119,0.2318050657261943,Supply Chain & Logistics,Negligible
Farm,0.1,553,2720,0.2033088235294117,Hospitality,Negligible
Farm Hand,0.1,498,1929,0.2581648522550544,Hospitality,Negligible
Farm Manager,0.1,609,2914,0.2089910775566232,Hospitality,Negligible
Farmer,0.1,533,2542,0.2096774193548387,Hospitality,Negligible
Finisher,0.1,448,2046,0.2189638318670576,Hospitality,Negligible
Jeweler,0.1,470,2560,0.18359375,Sales & Marketing,Negligible
Landscape Foreman,0.1,538,2203,0.2442124375851112,Construction,Negligible
Landscaping,0.1,551,2538,0.2171000788022064,Construction,Negligible
Loadmaster,0.1,554,2024,0.2737154150197628,Supply Chain & Logistics,Negligible
Low Voltage Electrician,0.1,529,1951,0.2711430035879036,Construction,Negligible
Luthier,0.1,285,1143,0.2493438320209973,Sales & Marketing,Negligible
Maintenance Assistant,0.1,725,2630,0.2756653992395437,Construction,Negligible
Manual Machinist,0.1,194,846,0.2293144208037825,Construction,Negligible
Marine Electrician,0.1,235,938,0.2505330490405117,Construction,Negligible
Mig Welder,0.1,185,836,0.2212918660287081,Construction,Negligible
Motorcycle Mechanic,0.1,204,858,0.2377622377622377,Construction,Negligible
Oil Field,0.1,226,945,0.2391534391534391,Construction,Negligible
Pipefitter,0.1,201,892,0.2253363228699551,Construction,Negligible
Plasterer,0.1,186,842,0.2209026128266033,Construction,Negligible
Plumbing Inspector,0.1,289,1084,0.2666051660516605,Construction,Negligible
Porter,0.1,203,1030,0.1970873786407767,Supply Chain & Logistics,Negligible
Rig Welder,0.1,89,370,0.2405405405405405,Construction,Negligible
Solar Installer,0.1,198,822,0.2408759124087591,Construction,Negligible
Solar Panel Installer,0.1,194,813,0.2386223862238622,Construction,Negligible
Solar Technician,0.1,194,815,0.2380368098159509,Construction,Negligible
Sprinkler Fitter,0.1,86,318,0.270440251572327,Construction,Negligible
Union Carpenter,0.1,298,1093,0.2726440988106129,Construction,Negligible
Wildlife Technician,0.1,317,1366,0.2320644216691068,Communication & PR,Negligible
Wind Technician,0.1,278,1090,0.255045871559633,Construction,Negligible
Wind Turbine Technician,0.1,276,1087,0.2539098436062557,Construction,Negligible
Lumper,0.1,425,1675,0.2537313432835821,Supply Chain & Logistics,Negligible
Manufacturing,0.1,640,2655,0.2410546139359698,Construction,Negligible
Production Specialist,0.1,646,3209,0.2013088189467123,Construction,Negligible
Seamstress,0.1,200,1295,0.1544401544401544,Hospitality,Negligible
Stitcher,0.1,232,1451,0.1598897312198483,Hospitality,Negligible
Process Development Engineer,0.1,480,2317,0.2071644367716875,Construction,Negligible
Production Technician,0.1,441,2194,0.2010027347310847,Construction,Negligible
Release Manager,0.1,914,4248,0.2151600753295668,Leadership & Strategy,Negligible
Technical Manager,0.1,1269,5328,0.2381756756756756,Leadership & Strategy,Negligible
Yield Engineer,0.1,860,3399,0.253015592821418,Construction,Negligible
Aquatics Director,0.1,545,2319,0.235015092712376,Hospitality,Negligible
Director Of Analytics,0.1,1104,4608,0.2395833333333333,Administrative & Clerical,Negligible
Psychometrist,0.1,593,2473,0.2397897290739992,Medical & Healthcare,Negligible
Activities Director,0.1,844,3562,0.2369455362156092,Hospitality,Negligible
Benefits Manager,0.1,932,3718,0.2506724045185584,Administrative & Clerical,Negligible
Campus Recruiter,0.1,951,4469,0.2127992839561423,Administrative & Clerical,Negligible
Headhunter,0.1,1005,3934,0.255465175394001,Administrative & Clerical,Negligible
Hr Assistant,0.1,1135,4773,0.237795935470354,Administrative & Clerical,Negligible
Hr Representative,0.1,1147,4480,0.2560267857142857,Administrative & Clerical,Negligible
Hse Manager,0.1,1016,3865,0.2628719275549806,Leadership & Strategy,Negligible
Human Resource Assistant,0.1,1143,4472,0.2555903398926655,Administrative & Clerical,Negligible
Human Resources Assistant,0.1,1140,4541,0.2510460251046025,Administrative & Clerical,Negligible
Human Resources Officer,0.1,1192,4622,0.2578970142795326,Leadership & Strategy,Negligible
Leadership Development Program,0.1,1232,4753,0.2592047128129602,Leadership & Strategy,Negligible
Learning And Development Specialist,0.1,1290,4877,0.26450686897683,Administrative & Clerical,Negligible
Training Director,0.1,1249,5027,0.2484583250447583,Leadership & Strategy,Negligible
Vice President Of Human Resources,0.1,1110,4297,0.2583197579706772,Leadership & Strategy,Negligible
Administrative Law Judge,0.1,644,2667,0.2414698162729658,Law Enforcement,Negligible
City Attorney,0.1,504,2206,0.228467815049864,Law Enforcement,Negligible
Court Administrator,0.1,526,2215,0.237471783295711,Law Enforcement,Negligible
District Attorney,0.1,493,2151,0.2291957229195723,Law Enforcement,Negligible
Inspector General,0.1,816,3373,0.2419211384524162,Law Enforcement,Negligible
Managing Partner,0.1,802,2992,0.268048128342246,Leadership & Strategy,Negligible
Mediator,0.1,484,1889,0.2562202223398623,Law Enforcement,Negligible
Subject Matter Expert,0.1,1085,4129,0.262775490433519,Leadership & Strategy,Negligible
Animal Trainer,0.1,310,1313,0.2361005331302361,Hospitality,Negligible
Dog Bather,0.1,203,972,0.2088477366255144,Hospitality,Negligible
Dog Daycare,0.1,228,1127,0.2023070097604259,Hospitality,Negligible
Dog Handler,0.1,216,1005,0.2149253731343283,Hospitality,Negligible
Dog Sitter,0.1,185,941,0.1965993623804463,Hospitality,Negligible
Dog Walker,0.1,338,1529,0.2210595160235448,Hospitality,Negligible
Equestrian,0.1,428,2239,0.1911567664135774,Hospitality,Negligible
Pet Sitter,0.1,190,705,0.2695035460992908,Hospitality,Negligible
Wrangler,0.1,204,747,0.2730923694779116,Hospitality,Negligible
Advocate,0.1,534,2117,0.2522437411431271,Administrative & Clerical,Negligible
Chaplain,0.1,391,1736,0.2252304147465438,Administrative & Clerical,Negligible
Hospital Chaplain,0.1,495,2232,0.2217741935483871,Administrative & Clerical,Negligible
Worship Leader,0.1,676,2702,0.2501850481125092,Administrative & Clerical,Negligible
Youth Minister,0.1,737,3318,0.2221217600964436,Administrative & Clerical,Negligible
Assistant Golf Professional,0.1,562,2674,0.2101720269259536,Hospitality,Negligible
Golf Course Superintendent,0.1,559,2805,0.1992869875222816,Hospitality,Negligible
Golf Professional,0.1,506,2537,0.1994481671265273,Hospitality,Negligible
Agile Coach,0.1,895,3877,0.2308485942739231,Leadership & Strategy,Negligible
Bridal Consultant,0.1,712,3158,0.2254591513616212,Hospitality,Negligible
Career Advisor,0.1,915,3738,0.2447833065810594,Administrative & Clerical,Negligible
Career Counselor,0.1,909,3747,0.2425940752602081,Administrative & Clerical,Negligible
Franchise Business Consultant,0.1,1150,4700,0.2446808510638297,Leadership & Strategy,Negligible
Job Coach,0.1,915,3836,0.2385297184567257,Administrative & Clerical,Negligible
Life Coach,0.1,960,3946,0.2432843385707045,Administrative & Clerical,Negligible
Relocation Consultant,0.1,896,3978,0.2252388134741076,Administrative & Clerical,Negligible
Call Center Director,0.1,1109,4263,0.2601454374853389,Communication & PR,Negligible
Client Advisor,0.1,1087,4173,0.2604840642223819,Communication & PR,Negligible
Client Coordinator,0.1,1096,4176,0.2624521072796935,Communication & PR,Negligible
Customer Representative,0.1,1069,4137,0.2583998066231568,Communication & PR,Negligible
Customer Service Advisor,0.1,1084,4177,0.2595163993296624,Communication & PR,Negligible
Customer Service Agent,0.1,1085,4191,0.2588880935337628,Communication & PR,Negligible
Customer Service Assistant,0.1,1062,4115,0.2580801944106926,Communication & PR,Negligible
Customer Service Coordinator,0.1,1066,4140,0.257487922705314,Communication & PR,Negligible
Customer Service Manager,0.1,1071,4143,0.2585083272990586,Communication & PR,Negligible
Account Assistant,0.1,1027,4177,0.2458702418003351,Sales & Marketing,Negligible
Account Coordinator,0.1,1040,4194,0.2479732951835956,Sales & Marketing,Negligible
Advertising Assistant,0.1,1165,4985,0.2337011033099298,Sales & Marketing,Negligible
Advertising Coordinator,0.1,1171,4994,0.2344813776531838,Sales & Marketing,Negligible
Booking Agent,0.1,1008,4303,0.234255170811062,Sales & Marketing,Negligible
Copywriter,0.1,1119,4811,0.2325919767200166,Sales & Marketing,Negligible
Creative Assistant,0.1,1073,4404,0.2436421435059037,Sales & Marketing,Negligible
Creative Director,0.1,1152,4622,0.2492427520553873,Sales & Marketing,Negligible
Field Marketing Representative,0.1,1115,4804,0.232098251457119,Sales & Marketing,Negligible
Marketing Copywriter,0.1,981,4424,0.2217450271247739,Sales & Marketing,Negligible
Production Worker,0.1,415,1792,0.2315848214285714,Sales & Marketing,Negligible
Promotions Assistant,0.1,1084,4837,0.224105850733926,Sales & Marketing,Negligible
Senior Copywriter,0.1,1093,4755,0.229863301787592,Sales & Marketing,Negligible
Sponsor,0.1,863,3787,0.2278848692896752,Sales & Marketing,Negligible
Gas Station Cashier,0.1,633,2815,0.2248667850799289,Hospitality,Negligible
Grocery Bagger,0.1,540,2184,0.2472527472527472,Hospitality,Negligible
Grocery Store Manager,0.1,912,4160,0.2192307692307692,Hospitality,Negligible
Mall,0.1,650,2786,0.2333094041636755,Hospitality,Negligible
Meat Cutter,0.1,197,856,0.2301401869158878,Hospitality,Negligible
Merchandising,0.1,747,3111,0.2401157184185149,Sales & Marketing,Negligible
Retail Assistant Manager,0.1,1006,4288,0.2346082089552238,Sales & Marketing,Negligible
Retail Director,0.1,1003,4288,0.2339085820895522,Sales & Marketing,Negligible
Retail District Manager,0.1,1010,4280,0.2359813084112149,Sales & Marketing,Negligible
Retail Management,0.1,997,4246,0.2348092322185586,Sales & Marketing,Negligible
Retail Manager,0.1,1009,4273,0.2361338637959279,Sales & Marketing,Negligible
Retail Store Manager,0.1,1013,4332,0.2338411819021237,Sales & Marketing,Negligible
Showroom Manager,0.1,1011,4346,0.2326277036355269,Sales & Marketing,Negligible
Store Director,0.1,915,3852,0.2375389408099688,Sales & Marketing,Negligible
Store Manager,0.1,920,4030,0.228287841191067,Sales & Marketing,Negligible
Building Superintendent,0.1,850,3426,0.24810274372446,Construction,Negligible
Civil Engineer,0.1,1005,3991,0.2518165873214733,Construction,Negligible
Concrete Worker,0.1,463,1556,0.2975578406169666,Construction,Negligible
Construction Administrator,0.1,859,3253,0.2640639409775592,Construction,Negligible
Construction Assistant,0.1,639,2396,0.26669449081803,Construction,Negligible
Construction Flagger,0.1,468,1615,0.2897832817337461,Construction,Negligible
Construction Helper,0.1,553,1976,0.2798582995951417,Construction,Negligible
Construction Project Engineer,0.1,981,3677,0.2667935817242317,Construction,Negligible
Construction Superintendent,0.1,911,3427,0.265830172162241,Construction,Negligible
Construction Technician,0.1,880,3156,0.2788339670468948,Construction,Negligible
Director Of Construction,0.1,974,3598,0.2707059477487493,Construction,Negligible
Director Of Facilities,0.1,959,3486,0.2751004016064257,Construction,Negligible
Electrician Apprentice,0.1,459,1472,0.311820652173913,Construction,Negligible
Glazier,0.1,400,1400,0.2857142857142857,Construction,Negligible
Highway Maintenance Worker,0.1,479,1697,0.2822628167354154,Construction,Negligible
Ironworker,0.1,348,1201,0.2897585345545378,Construction,Negligible
Roofer,0.1,90,318,0.2830188679245283,Construction,Negligible
Saw Filer,0.1,80,372,0.2150537634408602,Construction,Negligible
Insurance,0.1,831,3555,0.2337552742616033,Law Enforcement,Negligible
Medical Librarian,0.1,549,2812,0.1952347083926031,Medical & Healthcare,Negligible
Medication Aide,0.1,491,1951,0.2516658124038954,Medical & Healthcare,Negligible
Pharmacist Manager,0.1,526,1932,0.2722567287784679,Medical & Healthcare,Negligible
Pharmacy Technician Instructor,0.1,544,2435,0.2234086242299794,Medical & Healthcare,Negligible
Child Advocate,0.1,602,2522,0.2386994448850119,Administrative & Clerical,Negligible
Community Organizer,0.1,768,3063,0.2507345739471107,Administrative & Clerical,Negligible
Immigration Specialist,0.1,769,3186,0.241368487131199,Administrative & Clerical,Negligible
Social Service,0.1,916,4142,0.2211492032834379,Administrative & Clerical,Negligible
Social Service Worker,0.1,908,4129,0.2199079680310002,Administrative & Clerical,Negligible
Youth Mentor,0.1,777,3037,0.2558445834705301,Administrative & Clerical,Negligible
Supply Chain Management,0.1,1073,4297,0.2497090993716546,Supply Chain & Logistics,Negligible
Athletic Coordinator,0.1,867,3709,0.2337557293070908,Hospitality,Negligible
Athletic Director,0.1,865,3729,0.2319656744435505,Hospitality,Negligible
Certified Athletic Trainer,0.1,413,1860,0.2220430107526881,Hospitality,Negligible
Head Football Coach,0.1,629,3055,0.2058919803600654,Hospitality,Negligible
Naturalist,0.1,435,1738,0.2502876869965477,Hospitality,Negligible
Referee,0.1,299,1137,0.2629727352682497,Hospitality,Negligible
Umpire,0.1,376,1242,0.3027375201288245,Hospitality,Negligible
Author,0.1,1112,4724,0.235393734123624,Communication & PR,Negligible
Creative Writer,0.1,999,4356,0.2293388429752066,Communication & PR,Negligible
Environment Artist,0.1,786,3918,0.2006125574272588,Communication & PR,Negligible
Field Interviewer,0.1,976,4302,0.2268712226871222,Communication & PR,Negligible
Game Master,0.1,987,4587,0.2151733158927403,Communication & PR,Negligible
Grant Writer,0.1,1059,4670,0.2267665952890792,Communication & PR,Negligible
Multimedia Journalist,0.1,998,4180,0.238755980861244,Communication & PR,Negligible
News Anchor,0.1,952,4053,0.234887737478411,Communication & PR,Negligible
News Photographer,0.1,913,3898,0.2342226782965623,Communication & PR,Negligible
News Reporter,0.1,961,4104,0.2341617933723196,Communication & PR,Negligible
Newspaper Reporter,0.1,950,4074,0.2331860579283259,Communication & PR,Negligible
Photojournalist,0.1,931,3928,0.2370162932790224,Communication & PR,Negligible
Proposal Writer,0.1,1229,5096,0.2411695447409733,Communication & PR,Negligible
Radio Host,0.1,1123,4680,0.2399572649572649,Communication & PR,Negligible
Report Writer,0.1,1252,5110,0.2450097847358121,Communication & PR,Negligible
Reviewer,0.1,1217,4948,0.2459579628132578,Communication & PR,Negligible
Speech Writer,0.1,1101,4636,0.2374892148403796,Communication & PR,Negligible
Sports Anchor,0.1,1096,4512,0.2429078014184397,Communication & PR,Negligible
Sports Reporter,0.1,1121,4583,0.2445996072441632,Communication & PR,Negligible
Video Journalist,0.1,1215,5061,0.2400711321873147,Communication & PR,Negligible
Desktop Publisher,0.1,1078,4877,0.2210375230674595,Communication & PR,Negligible
Academic Dean,0.1,861,3610,0.2385041551246537,Administrative & Clerical,Negligible
Accounting Instructor,0.1,899,3715,0.2419919246298788,Administrative & Clerical,Negligible
Admissions Officer,0.1,945,3930,0.2404580152671755,Administrative & Clerical,Negligible
Art Professor,0.1,1027,4408,0.2329854809437386,Administrative & Clerical,Negligible
Assistant Professor,0.1,933,3946,0.2364419665484034,Administrative & Clerical,Negligible
Associate Professor,0.1,930,3942,0.2359208523592085,Administrative & Clerical,Negligible
Biology Instructor,0.1,716,2975,0.240672268907563,Administrative & Clerical,Negligible
Business Teacher,0.1,843,3243,0.2599444958371878,Administrative & Clerical,Negligible
Chemistry Professor,0.1,716,3008,0.238031914893617,Administrative & Clerical,Negligible
College Instructor,0.1,814,3258,0.2498465316144874,Administrative & Clerical,Negligible
Engineering Teacher,0.1,928,3666,0.2531369339879978,Administrative & Clerical,Negligible
Faculty,0.1,826,3475,0.2376978417266187,Administrative & Clerical,Negligible
Finance Professor,0.1,962,3977,0.2418908725169725,Administrative & Clerical,Negligible
High School Counselor,0.1,799,3544,0.225451467268623,Administrative & Clerical,Negligible
Law Professor,0.1,742,3222,0.2302917442582247,Administrative & Clerical,Negligible
Lead Teacher,0.1,795,3359,0.2366775826138731,Administrative & Clerical,Negligible
Lecturer,0.1,816,3417,0.2388059701492537,Administrative & Clerical,Negligible
Long Term Substitute Teacher,0.1,726,3219,0.2255358807082945,Administrative & Clerical,Negligible
Math Teacher,0.1,536,2215,0.2419864559819413,Administrative & Clerical,Negligible
Preschool Assistant,0.1,666,2732,0.2437774524158125,Administrative & Clerical,Negligible
Professor,0.1,689,3062,0.2250163291966035,Administrative & Clerical,Negligible
School Counselor,0.1,725,2699,0.2686180066691367,Administrative & Clerical,Negligible
School Psychologist,0.1,644,2506,0.2569832402234637,Medical & Healthcare,Negligible
School Teacher,0.1,707,2791,0.2533142242923683,Administrative & Clerical,Negligible
Spanish Tutor,0.1,589,2853,0.2064493515597616,Administrative & Clerical,Negligible
Special Education Teacher,0.1,697,2903,0.2400964519462624,Administrative & Clerical,Negligible
Special Educator,0.1,683,2612,0.2614854517611026,Administrative & Clerical,Negligible
Student Assistant,0.1,798,3792,0.2104430379746835,Administrative & Clerical,Negligible
Student Mentor,0.1,817,3663,0.223041223041223,Administrative & Clerical,Negligible
Teacher Aide,0.1,768,3642,0.2108731466227347,Administrative & Clerical,Negligible
Teacher Assistant,0.1,772,3651,0.2114489181046288,Administrative & Clerical,Negligible
Teachers Aide,0.1,767,3639,0.2107721901621324,Administrative & Clerical,Negligible
Teaching Assistant,0.1,772,3674,0.2101252041371802,Administrative & Clerical,Negligible
Actor,0.1,742,3160,0.2348101265822784,Communication & PR,Negligible
Art Handler,0.1,694,3025,0.2294214876033057,Communication & PR,Negligible
Artist,0.1,970,4370,0.2219679633867277,Communication & PR,Negligible
Choir Director,0.1,517,1867,0.2769148366363149,Communication & PR,Negligible
Church Musician,0.1,507,1876,0.2702558635394456,Communication & PR,Negligible
Comic,0.1,757,2927,0.2586265801161599,Communication & PR,Negligible
Copy Writer,0.1,1070,4414,0.2424105120072496,Communication & PR,Negligible
Dancer,0.1,537,2015,0.2665012406947891,Communication & PR,Negligible
Entertainment Writer,0.1,1082,4477,0.2416796962251507,Communication & PR,Negligible
Gamer,0.1,826,3837,0.215272348188689,Communication & PR,Negligible
Interior Design Assistant,0.1,716,3344,0.2141148325358851,Communication & PR,Negligible
Makeup Artist,0.1,540,2932,0.1841746248294679,Communication & PR,Negligible
Music Director,0.1,429,1648,0.2603155339805825,Communication & PR,Negligible
Promoter,0.1,998,4516,0.2209920283436669,Communication & PR,Negligible
Recreation Coordinator,0.1,771,3608,0.2136917960088691,Hospitality,Negligible
Recreation Director,0.1,758,3594,0.2109070673344463,Hospitality,Negligible
Scenic Artist,0.1,411,2217,0.1853856562922868,Communication & PR,Negligible
Talent Director,0.1,1233,5283,0.2333901192504258,Communication & PR,Negligible
Theatre,0.1,686,3196,0.2146433041301627,Communication & PR,Negligible
Woodworker,0.1,278,1408,0.1974431818181818,Communication & PR,Negligible
